 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
agot_scenario_rr_toj.0100.desc.dead_alive: "Anche nelle ore più oscure si può trovare gioia. Mentre la voce della madre svanisce, debole e malata, e lei riversa l’amore che può sul suo bambino nelle ultime ore, il pianto del neonato è forte, benedetto da polmoni saldi e da una volontà di vivere.\n\nDopo aver dato alla luce un figlio molto amato, Lyanna non è sopravvissuta alle doglie ed è morta di parto."
agot_scenario_rr_toj.0100.desc.alive_dead: "Anche nelle ore più oscure si può trovare gioia — ma il suono del pianto di una madre che compiange il suo neonato può seminare dubbio nel cuore perfino del più forte degli ottimisti.\n\nDopo un parto intenso, sanguinoso e straziante, Lyanna è sopravvissuta, ma ha partorito un nat[Select_CString(baby_snow.IsFemale,'a','o')] mort[Select_CString(baby_snow.IsFemale,'a','o')]."
agot_scenario_rr_toj.0100.desc.dead_dead: "Tutto questo sangue, tutte queste lacrime e cuori spezzati — tutta questa #italic guerra#! — per nulla. Per assolutamente nulla.\n\nNonostante una lunga e difficile lotta, né Lyanna né il suo bambino sono riusciti a vincere l’agonia delle doglie, e sono entrambi morti prima che il piccolo potesse anche solo prendere il suo primo respiro.\n\nChe cos’è questo luogo nel cuore degli uomini? Ah, sì. Il baratro della disperazione."
agot_scenario_rr_toj.0201.desc.a: "La notte avvolge Sala dell'Estate, ma la luna getta sulla fortezza e sulle montagne circostanti un velo d’argento pallido. Da questo paesaggio in penombra un cavaliere dal mantello bianco si avvicina al mio portone — un cavaliere della Guardia Reale — e accanto a lui una donna che stringe un bimbo tra le braccia. Con la massima discrezione li faccio condurre nelle mie stanze, dove potremo parlare in privato. Il cavaliere è [scoped_kingsguard.GetTitledFirstName], e la donna è Lady Lyanna Stark, promessa sposa di Robert Baratheon. E il bambino… il bambino, apprendo, pone delle difficoltà.\n\n\"Quando finimmo l’ultimo degli assalitori,\" dice [scoped_kingsguard.GetTitledFirstName], \"contammo i superstiti e seppellimmo i caduti. Poi riflettemmo a lungo su Lady Stark e sul suo bambino. Con il nostro principe morto, non avevamo altro luogo dove andare.\" \n\nMi racconta dell’ordine ricevuto di proteggere Lady Stark a ogni costo. Ciò di cui non parla, per vergogna o lealtà non saprei dire, è il padre del bambino. Pongo la domanda. Esita, ma risponde.\n\n\"Rhaegar. Il padre del bambino è Rhaegar.\" \n\nSegue un lungo silenzio mentre elaboro ciò che ho appena udito. Infine, [scoped_kingsguard.GetTitledFirstName] parla ancora. \"La Lady e io abbiamo discusso a lungo la situazione. L’unico modo per garantire la sicurezza del bambino è che [baby_snow.GetHerHim] venga cresciut[Select_CString(baby_snow.IsFemale,'a','o')] come bastard[Select_CString(baby_snow.IsFemale,'a','o')] alla vostra corte. Questa è la richiesta di Lady Stark, mi[root.Char.GetLadyLord|l], ed è ciò che il nostro principe avrebbe voluto.\" \n\nGuardo Lyanna negli occhi e, benché vi siano lacrime, vi è anche determinazione. È davvero il desiderio della madre del bambino. Fatico a immaginare quanto dolorosa debba essere una simile decisione."
agot_scenario_rr_toj.0201.desc.b: "La notte avvolge Sala dell'Estate, ma la luna getta sulla fortezza e sulle montagne circostanti un velo d’argento pallido. Da questo paesaggio in penombra un cavaliere dal mantello bianco si avvicina al mio portone — un cavaliere della Guardia Reale. Con la massima discrezione lo faccio condurre nelle mie stanze, dove potremo parlare in privato. Il cavaliere è [scoped_kingsguard.GetTitledFirstName], e porta con sé un neonato, fasciato in un panno bianco e urlante. Mi racconta dell’ordine ricevuto dal principe Rhaegar di proteggere Lady Lyanna Stark, della sua morte di parto e del viaggio dalla Torre della Gioia a Sala dell'Estate. Ciò di cui non parla, per vergogna o lealtà non saprei dire, è il padre del bambino. Pongo la domanda. Esita, ma risponde.\n\n\"Rhaegar. Il padre del bambino è Rhaegar.\" \n\nSegue un lungo silenzio mentre elaboro ciò che ho appena udito. Infine, [scoped_kingsguard.GetTitledFirstName] parla ancora. \"L’unico modo per garantire la sicurezza del bambino è che [baby_snow.GetHerHim] venga cresciut[Select_CString(baby_snow.IsFemale,'a','o')] come bastard[Select_CString(baby_snow.IsFemale,'a','o')] alla vostra corte. È ciò che il nostro principe avrebbe voluto.\""
agot_scenario_rr_toj.0201.desc.c: "La notte avvolge Sala dell'Estate, ma la luna getta sulla fortezza e sulle montagne circostanti un velo d’argento pallido. Da questo paesaggio in penombra un cavaliere dal mantello bianco si avvicina al mio portone — un cavaliere della Guardia Reale — e accanto a lui una donna che stringe un bimbo tra le braccia. Con la massima discrezione li faccio condurre nelle mie stanze, dove potremo parlare in privato. Il cavaliere è [scoped_kingsguard.GetTitledFirstName], e la donna è Lady Lyanna Stark, promessa sposa di Robert Baratheon. E il bambino… il bambino, apprendo, pone delle difficoltà.\n\n\"Con il nostro principe morto, non avevamo altro luogo dove andare.\" \n\nMi racconta dell’ordine ricevuto di proteggere Lady Stark a ogni costo. Ciò di cui non parla, per vergogna o lealtà non saprei dire, è il padre del bambino. Pongo la domanda. Esita, ma risponde.\n\n\"Rhaegar. Il padre del bambino è Rhaegar.\" \n\nSegue un lungo silenzio mentre elaboro ciò che ho appena udito. Infine, [scoped_kingsguard.GetTitledFirstName] parla ancora. \"La Lady e io abbiamo discusso a lungo la situazione. L’unico modo per garantire la sicurezza del bambino è che [baby_snow.GetHerHim] venga cresciut[Select_CString(baby_snow.IsFemale,'a','o')] come bastard[Select_CString(baby_snow.IsFemale,'a','o')] alla vostra corte. Questa è la richiesta di Lady Stark, mi[root.Char.GetLadyLord|l], ed è ciò che il nostro principe avrebbe voluto.\" \n\nGuardo Lyanna negli occhi e, benché vi siano lacrime, vi è anche determinazione. È davvero il desiderio della madre del bambino. Fatico a immaginare quanto dolorosa debba essere una simile decisione."
agot_scenario_rr_toj.0201.desc.d: "La notte avvolge Sala dell'Estate, ma la luna getta sulla fortezza e sulle montagne circostanti un velo d’argento pallido. Da questo paesaggio in penombra un cavaliere dal mantello bianco si avvicina al mio portone — un cavaliere della Guardia Reale. Con la massima discrezione lo faccio condurre nelle mie stanze, dove potremo parlare in privato. Il cavaliere è [scoped_kingsguard.GetTitledFirstName], e porta con sé un neonato, fasciato in un panno bianco e urlante. Mi racconta dell’ordine ricevuto dal principe Rhaegar di proteggere Lady Lyanna Stark, della sua morte di parto e del viaggio dalla Torre della Gioia a Sala dell'Eestate. Ciò di cui non parla, per vergogna o lealtà non saprei dire, è il padre del bambino. Pongo la domanda. Esita, ma risponde.\n\n\"Rhaegar. Il padre del bambino è Rhaegar.\" \n\nSegue un lungo silenzio mentre elaboro ciò che ho appena udito. Infine, [scoped_kingsguard.GetTitledFirstName] parla ancora. \"L’unico modo per garantire la sicurezza del bambino è che [baby_snow.GetHerHim] venga cresciut[Select_CString(baby_snow.IsFemale,'a','o')] come bastard[Select_CString(baby_snow.IsFemale,'a','o')] alla vostra corte. È ciò che il nostro principe avrebbe voluto.\""
agot_scenario_rr_toj.0201.a: "Crescerò [baby_snow.GetHerHim] come se fosse mio."
agot_scenario_rr_toj.0201.b: "[new_father_2.GetFirstNameNoTooltip] sarà un padre adottivo adatto."
agot_scenario_rr_toj.0201.c: "[new_father_3.GetFirstNameNoTooltip] lo farà se glielo chiedo."
agot_scenario_rr_toj.0201.d: "[new_father_4.GetFirstNameNoTooltip] è degno di fiducia per questo."
agot_scenario_rr_toj.0201.e: "Lyanna può restare alla nostra corte e crescere suo figlio come fosse suo."
agot_scenario_rr_toj.0201.tooltip: "[new_father.GetFirstNameNoTooltip] prenderà il bambino come bastardo di [new_father.GetHerHis]. Il bambino farà parte della casa di [new_father.GetNamePossessive] e verrà cresciuto come uno dei suoi."
agot_scenario_rr_toj.0301.t: "La Lupa di Grande Inverno"
agot_scenario_rr_toj.0301.desc: "Con tutto ciò che è accaduto, e tutto ciò che deve accadere ora, non posso restare a Westeros."
agot_scenario_rr_toj.0301.a: "Lascerò tutto alle spalle per il mio [ROOT.Char.Custom2('RelationToMeShort',baby_snow)]."
agot_scenario_rr_toj.0302.t: "La [baby_snow.Custom('GirlBoy')|U] della Torre"
agot_scenario_rr_toj.0302.desc: "Sto vagando nel [ROOT.Char.Custom('GetCourtyard')] quando sento il mio nome e mi volto. [surviving_kingsguard.GetTitledFirstName] si avvicina, con Lyanna al suo fianco, pallida e sfinita, un piccolo fagotto dai capelli scuri tra le braccia.\n\n\"Abbiamo saputo ciò che è successo e siamo venuti il prima possibile,\" dice Ser [surviving_kingsguard.GetFirstNameNoTooltip]. \"Ser [dead_kingsguard_1.GetFirstNameNoTooltip] e Ser [dead_kingsguard_2.GetFirstNameNoTooltip] sono caduti difendendo la torre.\" \n\nAl suo fianco, Lyanna lascia uscire un sommesso, rabbioso sghignazzo. Non parla subito: si limita a fissare il neonato e a passargli delicatamente le dita tra i capelli. \"Non c’è più nessun luogo sicuro per [baby_snow.GetHerHim],\" mormora. \"Non più.\""
agot_scenario_rr_toj.0302.desc_lyanna_dead: "Sto vagando nel [ROOT.Char.Custom('GetCourtyard')] quando sento il mio nome e mi volto. Ser [surviving_kingsguard.GetFirstNameNoTooltip] si avvicina, segnato dal viaggio e cupo, con un piccolo neonato dai capelli scuri che riposa quieto tra le sue braccia.\n\n\"Ser [dead_kingsguard_1.GetFirstNameNoTooltip] e Ser [dead_kingsguard_2.GetFirstNameNoTooltip] sono caduti difendendo la torre. Lyanna… non è sopravvissuta al parto. Mi dispiace.\" \n\nMi porge delicatamente il bambino. \"Un[ROOT.Char.Custom2('RelationToMeShort', baby_snow)].\""
agot_scenario_rr_toj.0302.a: "[baby_snow.GetSheHe|U] è del mio sangue, e verrà cresciut[Select_CString(baby_snow.IsFemale,'a','o')] come tale."
agot_scenario_rr_toj.0302.b: "[baby_snow.GetSheHe|U] è del mio sangue, e verrà trattat[Select_CString(baby_snow.IsFemale,'a','o')] come legittim[Select_CString(baby_snow.IsFemale,'a','o')]."
agot_scenario_rr_toj.0302.c: "Sposiamoci, Lyanna, e giuro che i nostri figli erediteranno il reame."
agot_scenario_rr_toj.0302.d: "Sposiamoci, Lyanna, e lasciamo alle spalle questi tempi travagliati."
agot_scenario_rr_toj.0304.desc: "Sto vagando nel [ROOT.Char.Custom('GetCourtyard')] quando sento il mio nome e mi volto. Ser [surviving_kingsguard.GetFirstNameNoTooltip] si avvicina, con una donna al suo fianco, pallida e sfinita, un piccolo fagotto dai capelli scuri tra le braccia.\n\n\"[rhaegar.GetTitledFirstName] ordinò a me e ai miei fratelli di restare alla Torre della Gioia, per proteggere Lady Lyanna e il loro bambino,\" dice. \"Ma non era più sicuro. Ser [dead_kingsguard_1.GetFirstNameNoTooltip] e Ser [dead_kingsguard_2.GetFirstNameNoTooltip] sono caduti difendendola.\" Lancia uno sguardo alla donna, muto e interrogativo, ma lei non dice nulla, gli occhi fissi, vuoti, sul bambino tra le braccia.\n\nSi volta di nuovo verso di me e parla piano. \"Il nome di [baby_snow.GetHerHis|U] è [baby_snow.GetFirstName]. Il tuo [ROOT.Char.Custom2('RelationToMeShort',baby_snow)].\""
agot_scenario_rr_toj.0304.desc_lyanna_dead: "Sto vagando nel [ROOT.Char.Custom('GetCourtyard')] quando sento il mio nome e mi volto. Ser [surviving_kingsguard.GetFirstNameNoTooltip] si avvicina, segnato dal viaggio e cupo, con un piccolo neonato dai capelli scuri che riposa quieto tra le sue braccia.\n\n\"[rhaegar.GetTitledFirstName] ordinò a me e ai miei fratelli di restare alla Torre della Gioia, per proteggere Lady Lyanna e il loro bambino,\" dice. \"Ma non era più sicuro. Ser [dead_kingsguard_1.GetFirstNameNoTooltip] e Ser [dead_kingsguard_2.GetFirstNameNoTooltip] sono caduti difendendola. La Lady non è sopravvissuta al parto.\" \n\nAbbassa lo sguardo sul neonato, e la sua voce si addolcisce. \"Il nome di [baby_snow.GetHerHis|U] è [baby_snow.GetFirstName]. Il tuo [ROOT.Char.Custom2('RelationToMeShort',baby_snow)].\""
agot_scenario_rr_toj.0304.desc_child: "Oggi è arrivato qualcuno di nuovo, e da allora i grandi parlano a voce alta, con toni seri.\n\nAlla fine, un uomo in lucente armatura bianca mi raggiunge. Porta un piccolo fagotto tra le braccia. Quando s’inginocchia, vedo che cosa c’è dentro: un bebé minuscolo, avvolto in un panno morbido.\n\n\"Questo è il tuo [ROOT.Char.Custom2('RelationToMeShort',baby_snow)],\" dice con dolcezza. \"Si chiama Jon.\""
agot_scenario_rr_toj.0304.a: "Se [baby_snow.GetSheHe] è davvero di Rhaegar, il trono spetta a [baby_snow.GetHerHim]."
agot_scenario_rr_toj.0304.a_child: "[baby_snow.GetSheHe|U] era destinat[Select_CString(baby_snow.IsFemale,'a','o')] a essere [baby_snow.Custom('QueenKing')]."
agot_scenario_rr_toj.0304.b: "Non posso mandarli via."
agot_scenario_rr_toj.0304.b_child: "Un[ROOT.Char.Custom2('RelationToMeShort',baby_snow)]?"
agot_silly_mode.0501.t: "Adorano... una Candela Gigante...?"
agot_silly_mode.0501.westeros_desc: "Mentre percorro i corridoi gelidi del castello, vengo avvicinat[Select_CString(ROOT.Char.IsFemale,'a','o')] da un cortigiano che porta una pergamena sigillata, consegnata da un corvo. Prendendo il rotolo, riconosco il sigillo di cera della Cittadella. Un senso d’urgenza cala su di me mentre rompo in fretta il sigillo, aspettandomi il peggio.\n\nUna volta aperto, comincio a leggere, solo per rendermi conto che è soltanto un messaggio inoltrato da [messenger.GetName] di [GetTitleByKey('k_the_wall').GetName]. È un rapporto su un comportamento bizzarro da parte di un gruppo di Bruti nel profondo nord, i quali ora adorano ciò che chiamano la Grande Candela — una presunta candela gigantesca che sarebbe rimasta appesa nei cieli sopra le loro terre per generazioni, e che ora è misteriosamente scomparsa. Rileggo la lettera più volte prima di gettarla da parte. Resto sbalordit[Select_CString(ROOT.Char.IsFemale,'a','o')] da ciò che ho appena letto."
agot_silly_mode.0501.not_westeros_desc: "Scorrendo la mia corrispondenza non letta, una lettera recante il sigillo di cera della Cittadella di Westeros attira il mio sguardo. La curiosità verso una simile comunicazione prende il sopravvento; decido di dedicarle attenzione per prima.\n\nApro la lettera, comincio a leggere e capisco che è soltanto un messaggio inoltrato da [messenger.GetName] di [GetTitleByKey('k_the_wall').GetName]. È un rapporto su un comportamento strano da parte di un gruppo di Bruti nel profondo nord, i quali ora adorano ciò che chiamano la Grande Candela — una presunta candela gigantesca che sarebbe rimasta appesa nei cieli sopra le loro terre per generazioni, e che ora è misteriosamente scomparsa. Rileggo la lettera più volte prima di portarmi la testa tra le mani. Che cosa ho appena letto?"
agot_silly_mode.0501.nw_westeros_desc: "Fa sempre un freddo maledetto a [GetTitleByKey('k_the_wall').GetName]. Si dice che ci si abitui, ma è chiaramente una favola che la gente si racconta nel tentativo di renderla vera. Cercando di distrarmi, ripenso all’interrogatorio avvenuto prima nella giornata, con un bruto catturato da una pattuglia in perlustrazione. Il folle vaneggiava d’ogni sorta di assurdità su un’altra tribù di Bruti nel profondo nord che avrebbe preso ad adorare una Grande Candela nel cielo. L’affermazione era folle, persino per gli standard selvaggi dei Bruti. Fa sorgere il dubbio su che genere di mondo si estenda così a nord da spingere la gente a una tale pazzia."
agot_silly_mode.0501.btw_westeros_desc: "Le tribù del Lago di Ghiaccio sono sempre state strane. Le voci su di loro, tra gli altri Bruti, parlano di pratiche di culto sconcertanti che coinvolgono una candela gigantesca nel cielo. Di recente, i sussurri su tali pratiche sono divenuti più forti e più frequenti, sostenendo che la Grande Candela, come la chiamano, si sia spostata dalla sua posizione nei loro cieli. L’hanno dichiarato un cattivo presagio e, di conseguenza, sono diventati ancora più zelanti. Le voci dicono che stiano sacrificando altre tribù per ricondurre la loro candela nel cielo, ancora una volta. È pura follia — quasi spaventoso soffermarcisi troppo a lungo."
agot_silly_mode.0501.a: "Che cosa sta succedendo lassù?"
agot_silly_mode.0502.t: "CAN-DE-LA, CAN-DE-LA, CAN-DE-LA."
agot_silly_mode.0502.desc: "È passato del tempo da quando la Grande Candela si è spostata dal suo posto sopra le nostre terre dei Laghi di Ghiaccio. Non credo vi sia mai stato un tempo in cui la Grande Candela non fosse sopra di noi, bloccando la luce del sole, vegliando sul nostro popolo. Da quel giorno fatale in cui la Grande Candela si è mossa, non siamo più sotto la sua ombra divina. Il mio popolo è smarrito senza la Grande Candela a guidarlo. Barcolliamo senza meta sotto questa nuova luce abbacinante.\n\nSo che cosa devo fare. Devo unire il mio popolo sotto un glorioso nuovo cammino verso l’illuminazione, con la Grande Candela come guida! Forse, se dedichiamo le nostre vite a vivere nel nome della Grande Candela, potremo guidarla di nuovo sopra le nostre terre e ricondurci alla gloria di un tempo.\n\nDevo viaggiare e far conoscere questa nuova via — per trasmettere la saggezza e la guida della Grande Candela.\" #CANDLE!!!!!"
agot_silly_mode.0502.a: "La Candela è saggia, la Candela è vita."
agot_silly_mode.0502.a.tt: "L’intera tua cultura si converte ai Candelanti"
pregnancy.2002.father_is_paramour:0 "Il sangue lunare continua a sfuggirmi, e non posso più ignorare i rivelatori fremiti del grembo. \n\nSembra dunque che io porti in grembo il figlio di [real_father.GetFirstName], il mio devoto amante! \n\nQuando ne do notizia a mio marito, [spouse.GetFirstName], egli pare un poco confuso. «Ma ci siamo a malapena sfiorati,» dice, contando sulle dita e cercando di capire esattamente quante lune siano passate dall'ultima volta che abbiamo condiviso un letto. \n\nDopo un minuto circa, però, lo capisce, e la bocca gli si forma in un perfetto cerchio. «Ohh! Di [real_father.GetFirstName]?» chiede. [spouse.GetFirstName] ride quando annuisco, sorridendo da un orecchio all'altro, visibilmente divertito. «Non credevo ne fosse capace!»"
councillor_personal_steward_intrigue.0001.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] e [spymaster.GetCouncilTitle] cooperano"
councillor_personal_steward_intrigue.0002.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] smaschera un complotto"
councillor_personal_steward_intrigue.0003.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] scopre un segreto"
councillor_personal_steward_intrigue.0004.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] agevola un complotto"
councillor_personal_steward_intrigue.0005.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] manipola il bersaglio"
councillor_personal_steward_intrigue.1006.a:0 "Un'idea brillante, [Select_CString(councillor.IsFemale,'mia','mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))]!"
councillor_personal_steward_martial.0001.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] ispira il reclutamento"
councillor_personal_steward_martial.0003.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] d'ispirazione"
councillor_personal_steward_martial.0004.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] incoraggia la cavalleria"
councillor_personal_steward_martial.0007.message:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] cura i feriti"
councillor_personal_steward_martial.1004.desc:0 "Sono un poco confus[Select_CString(ROOT.Char.IsFemale,'a','o')] sul perché [Select_CString(councillor.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))] voglia presentarmi un «dono grandioso» nel cortile. Ben presto lo capisco, però, quando [councillor.GetTitledFirstName] ordina a un gruppo di soldati di mettersi in riga. «Un intero reggimento, levato dalle mie terre, pronto a servirti».\n\nQuesto #EMP è#! un dono grandioso!"
councillor_personal_steward_martial.1005.desc:0 "[vassal.GetTitledFirstName] sta venendo a [capital.GetNameNoTier] per porgermi tributo. Tuttavia, [councillor.GetTitledFirstName] suggerisce che una dimostrazione militare potrebbe garantire una lealtà duratura.\n\n«Vedere la tua schiacciante potenza farebbe esitare chiunque, se mai il tradimento dovesse attraversargli la mente,» osserva [Select_CString(ROOT.Char.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))]."
councillor_personal_steward_learning.1002.religion.t:1 "L'Amministratore personale media con [councillor.Custom2('LMF_RelationToMeShort', SCOPE.sC('opinion_house_member'))|U] di fede [councillor.GetFaith.GetAdjectiveNoTooltip]"
councillor_personal_steward_learning.1002.culture.t:1 "L'Amministratore personale media con [councillor.Custom2('LMF_RelationToMeShort', SCOPE.sC('opinion_house_member'))|U] di cultura [councillor.GetCulture.GetNameNoTooltip]"
councillor_personal_steward_learning.2601.not_scholarly.desc:0 "«Non ti farebbe male leggere un libro ogni tanto,» mi dice spesso [Select_CString(ROOT.Char.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))], lo studioso [councillor.GetTitledFirstName]. [Select_CString(councillor.IsFemale,'Lei','Lui')|U] si è offert[Select_CString(councillor.IsFemale,'a','o')] di farmi da tutor, se ho bisogno d'aiuto per cominciare."
councillor_personal_steward_learning.2601.scholarly.desc:0 "Ogni volta che [Select_CString(ROOT.Char.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))] [councillor.GetTitledFirstName] mi trova chinat[Select_CString(ROOT.Char.IsFemale,'a','o')] su un tomo, [Select_CString(councillor.IsFemale,'lei','lui')] si entusiasma visibilmente.\n\n«Ti piacerebbe un po' d'aiuto con gli studi? Qualcuno con cui scambiare idee, o magari dei nuovi tomi? Ho appena acquisito un volume con un'eccellente analisi di [ROOT.Char.Custom('education_conversation_subject')]!»"
councillor_personal_steward_learning.2001.end.desc:0 "\n\nPer fortuna, in quanto «uno dei loro», [Select_CString(ROOT.Char.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))] [councillor.GetTitledFirstName] gode di una certa influenza su di loro. [Select_CString(councillor.IsFemale,'Lei','Lui')|U] si è offert[Select_CString(councillor.IsFemale,'a','o')] di mediare e vuole sapere come procedere."
councillor_personal_steward_learning.2301.desc:0 "[Select_CString(ROOT.Char.IsFemale,'La mia','Il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))] [councillor.GetTitledFirstName] è divenut[Select_CString(councillor.IsFemale,'a','o')] una figura ben nota nel mondo religioso. Il patrocinio di [Select_CString(councillor.IsFemale,'lei','lui')] verso studiosi [councillor.GetFaith.GetAdjectiveNoTooltip], [councillor.GetFaith.HouseOfWorshipPlural] e ordini ha persino attirato l'attenzione di [religious_head.GetTitledFirstNameNicknamed] [religious_head.GetHerselfHimself].\n\nLa gratitudine [religious_head.GetTitleAsNamePossessiveNoTooltip] reca con sé potenti benefici. [Select_CString(ROOT.Char.IsFemale,'La mia','Il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))] si è offert[Select_CString(councillor.IsFemale,'a','o')] di contattare [Select_CString(religious_head.IsFemale,'lei','lui')] per mio conto."
councillor_personal_steward_learning.2301.a.success:0 "Ho stretto amicizia con [religious_head.GetTitledFirstNameNicknamed]."
councillor_personal_steward_learning.2602.root.desc:0 "«Per quanto tu sappia qualcosa su [student.Custom('highest_skill_noun')], [student.GetTitleTierName] di [student.GetPrimaryTitle.GetNameNoTierNoTooltip] dovrebbe possedere un ampio ventaglio di abilità,» dice [Select_CString(ROOT.Char.IsFemale,'la mia','il mio')] [ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))], [ROOT.Char.Custom2('QuirkPPPosOrNeg', SCOPE.sC('councillor'))].\n\n«Potrei procurarmi nuovi tomi, preparare alcuni compiti, darti un po' di lezioni. Quale argomento ti interessa di più?»"
councillor_personal_steward_learning.2603.desc:0 "Alcuni dei miei consiglieri credono che l'incarico sia loro per diritto di sangue o d'influenza — quanto si sbagliano! Io pretendo risultati, eppure spesso resto delus[Select_CString(ROOT.Char.IsFemale,'a','o')].\n\nDopo una lunga giornata, mi sto lamentando con [councillor.GetFirstName] quando [Select_CString(councillor.IsFemale,'lei','lui')] mi interrompe. «Lascia che me ne occupi, [Select_CString(ROOT.Char.IsFemale,'mia','mio')] [ROOT.Char.GetTitleAsNameNoTooltip]. Qualche lezione potrebbe affilar loro l'ingegno»."
councillor_personal_steward_stewardship.1010.desc:1 "[ROOT.Char.Custom2('LMF_RelationToMeShort', SCOPE.sC('councillor'))|U] risolve un debito di un cortigiano"
councillor_personal_steward_stewardship.2001.desc:0 "Con l'amministrazione diligente di [councillor.GetTitledFirstNamePossessive] sulle finanze della mia casa, a fine stagione vi è più oro del previsto.\n\n«Come dovremmo impiegarlo al meglio, [Select_CString(ROOT.Char.IsFemale,'mia','mio')] [ROOT.Char.GetTitleAsNameNoTooltip]?»"
councillor_personal_steward_stewardship.2005.desc:1 "«[ROOT.Char.GetLadyLord|U]. Mi è giunta notizia di una rara occasione d'investire nella contea di [county_to_boost.GetName].»\n\n[councillor.Custom('GetCouncilOrCourtPosition')] [councillor.GetFirstName] stende i dettagli dell'investimento commerciale, e davvero pare che l'accordo possa arrecare grande beneficio a [county_to_boost.GetNameNoTierNoTooltip], se avrà successo."
agot_decisions_events.1002.desc:0 "Un corriere da Hellholt giunge inaspettatamente, recando con sé una piccola scatola foderata di velluto e una lettera sigillata da [current_uller.GetName]. All'interno non vi è un semplice gingillo: è il cerchio un tempo indossato da [rhaenys.GetName], che credevamo perduto dopo che [meraxes.GetFirstName] fu abbattut[Select_CString(meraxes.IsFemale,'a','o')] nei cieli sopra Dorne.\n\n[current_uller.GetTitledFirstNameNoTooltip] scrive che [Select_CString(current_uller.IsFemale,'lei','lui')] desidera offrirmelo come gesto di buona volontà e si rammarica che [Select_CString(current_uller.IsFemale,'lei','lui')] e la sua casata lo abbiano tenuto lontano da noi per tanto tempo."
agot_decisions_events.1011.a:0 "[current_mopatis.GetFirstNameNoTooltip] la pagherà!"
agot_filler_rhllor.0002.tt:0 "Ottieni uno stemma personale nello stile di R'hllor"
agot_filler_rhllor.0001.desc:0 "In una notte infausta, mi ritrovo sol[Select_CString(ROOT.Char.IsFemale,'a','o')] nel mio studio, intento a rimuginare su rapporti e dettagli che di solito vengono lasciati a uomini inferiori. All'improvviso, la porta cigola e, senza alcuna cerimonia, una donna entra. È vestita interamente di rosso, i capelli come fuoco, e parla con una voce profonda, stranamente melodiosa. È inquietantemente bella, e per un istante mi chiedo se mi sia addormentat[Select_CString(ROOT.Char.IsFemale,'a','o')]. Ma quando sbatto le palpebre, è ancora lì.\n\nLa Donna Rossa mi parla di una profezia, del Signore della Luce, e di un nome che riconosco dalle lezioni di un tempo: Azor Ahai, il portatore di Lightbringer, nat[Select_CString(ROOT.Char.IsFemale,'a','o')] tra sale e fumo — il salvatore del mondo conosciuto.\n\nSi china vicino e mi sussurra all'orecchio che è giunta l'ora di reclamare il mio destino, di compiere i presagi visti nei templi lontani quanto Asshai. Mi basta afferrarlo, ora."
agot_filler_rhllor.0002.desc:0 "Dopo aver abbracciato il Signore della Luce, la mia fede arde di nuovo dentro di me, irradiando il suo fulgore sul mio nome.\n\nPer onorare questa profonda devozione al Dio Rosso, forse dovrei considerare l'idea di adottare un nuovo sigillo — che renda ancora omaggio alla mia Casata, ma rifletta l'essenza ardente e le fiamme sacre del Signore della Luce. Dovrei cogliere questa occasione per lasciare che la mia fede divampi sul mio vessillo, o mantenere le armi tradizionali della mia Casata?"
